player_name,club,position,dominant_foot,nationality_region,age,height_cm,overall_rating,potential_rating,minutes_last_season,goals_last_season,assists_last_season,xg_per90,xa_per90,progressive_actions_per90,pressures_per90,fitness_score,injury_days_last_12m,matches_missed_last_12m,contract_years_left,wage_eur_week,international_caps,champions_league_minutes,club_reputation,league_strength,form_index,sell_on_potential,release_clause_ratio,market_value_eur,data_source,valuation_source,source_rank,source_url
Yusuf Costa,United Club,CB,Right,Asia,27,188,59.8,59.9,587,0,0,0.04,0.09,1.16,11.71,79.3,10,2,3.7,2400,0,0,43.7,62,49.5,34.7,2.01,80000,synthetic_training_sample,model_generated,,
Felix Garcia,Racing FC,AM,Right,South America,22,181,54.6,52.7,207,0,0,0.08,0.05,3.61,11.68,61.4,12,2,1.1,2900,0,0,74.4,69,50.4,45.1,1.41,80000,synthetic_training_sample,model_generated,,
Hugo Okafor,United CF,W,Right,South America,28,176,52.7,54.4,1086,0,0,0.1,0.04,3.97,13.43,95.9,6,1,0.7,1200,0,0,45.5,54,52.1,54.5,1.57,80000,synthetic_training_sample,model_generated,,
Enzo Ndiaye,City Club,CB,Left,South America,32,184,54.1,55.0,80,0,0,0.04,0.04,1.44,6.22,71.4,12,2,4.3,2600,0,0,58.7,69,35.8,23.6,1.96,80000,synthetic_training_sample,model_generated,,
Ivan Santos,Real Town,FB,Left,South America,35,180,51.5,54.3,80,0,0,0.0,0.0,0.84,12.1,71.8,31,4,0.5,1300,0,0,56.0,62,29.4,31.6,1.62,80000,synthetic_training_sample,model_generated,,
Alex Silva,United FC,FB,Left,South America,32,180,58.6,56.9,80,0,0,0.02,0.01,0.77,12.29,73.2,8,1,2.8,7400,0,0,81.5,84,48.0,29.5,1.9,80000,synthetic_training_sample,model_generated,,
Milan Okafor,Racing CF,CB,Right,South America,22,196,61.3,58.1,158,0,0,0.07,0.04,0.85,9.05,65.6,5,1,4.1,3300,0,74,71.1,76,56.1,40.9,1.73,80000,synthetic_training_sample,model_generated,,
Arda Silva,United Town,AM,Left,EU,32,193,61.4,65.9,80,0,0,0.07,0.12,2.45,15.29,72.1,30,4,0.2,6900,2,90,77.4,96,46.1,60.3,1.56,80000,synthetic_training_sample,model_generated,,
Nico Moreau,Athletic Town,AM,Both,Africa,26,179,54.6,55.3,511,0,0,0.09,0.08,1.33,18.65,92.1,6,1,3.9,1500,0,0,40.4,62,48.6,43.2,2.38,80000,synthetic_training_sample,model_generated,,
Theo Popescu,Inter CF,FB,Right,Asia,28,177,60.1,62.1,291,0,0,0.05,0.08,2.11,17.28,94.9,40,6,0.4,1800,0,0,66.7,69,52.8,39.0,1.84,80000,synthetic_training_sample,model_generated,,
Nico Kovac,Racing SC,CM,Left,Asia,28,188,61.3,61.5,80,0,0,0.0,0.08,1.58,20.4,83.6,13,2,0.4,3300,0,0,90.2,76,47.7,33.6,1.61,80000,synthetic_training_sample,model_generated,,
Leo Hansen,Athletic CF,W,Right,EU,18,171,51.1,48.7,1360,0,0,0.0,0.04,2.74,12.74,85.6,17,2,2.3,1600,1,0,55.8,62,43.1,32.2,1.62,80000,synthetic_training_sample,model_generated,,
Adam Schmidt,City FC,GK,Right,Asia,18,192,52.0,50.8,522,0,0,0.06,0.03,0.61,0.42,93.0,12,2,2.2,3700,0,0,81.3,76,21.4,58.7,2.14,80000,synthetic_training_sample,model_generated,,
Rafael Bennett,Sporting SC,CB,Right,Africa,26,190,67.7,65.9,1862,0,1,0.0,0.15,1.97,10.75,88.3,9,1,0.7,3300,2,0,47.8,62,61.3,32.5,1.25,80000,synthetic_training_sample,model_generated,,
Ivan Silva,Racing FC,GK,Right,Africa,28,187,55.5,56.1,80,0,0,0.04,0.03,0.16,3.13,75.9,3,0,1.2,3800,0,418,89.8,91,53.4,40.0,1.46,80000,synthetic_training_sample,model_generated,,
Felix Schmidt,United CF,FB,Right,South America,20,180,49.9,51.8,80,0,0,0.0,0.02,2.26,11.17,70.4,25,4,3.4,2200,0,0,73.7,76,23.2,54.3,2.08,80000,synthetic_training_sample,model_generated,,
Mateo Hansen,Real Town,FB,Left,Africa,18,164,53.3,64.8,80,0,0,0.09,0.0,2.16,8.9,76.0,18,3,1.0,2200,0,0,74.6,76,29.1,100.0,1.72,80000,synthetic_training_sample,model_generated,,
Rafael Diallo,Athletic CF,ST,Left,South America,24,184,60.1,62.1,124,0,0,0.03,0.01,0.11,13.15,77.5,10,1,3.5,5200,0,0,74.3,84,37.5,50.7,1.54,80000,synthetic_training_sample,model_generated,,
Elias Costa,Racing Club,CM,Right,South America,26,180,60.9,60.5,954,1,0,0.06,0.06,1.98,19.05,76.0,7,1,4.3,2200,0,0,52.3,54,52.7,27.9,1.38,80000,synthetic_training_sample,model_generated,,
Yusuf Kovac,Inter FC,CM,Right,South America,34,165,64.1,67.4,1419,1,0,0.0,0.05,2.61,17.57,76.1,13,2,3.2,12000,0,0,74.6,76,64.6,42.2,1.61,80000,synthetic_training_sample,model_generated,,
Adam Bennett,Real FC,CM,Right,UK/Ireland,27,174,55.1,57.0,80,0,0,0.0,0.08,1.01,20.39,82.9,46,7,2.0,3700,0,0,68.5,69,33.2,44.8,2.07,80000,synthetic_training_sample,model_generated,,
Adam Petrov,United FC,CM,Right,South America,32,186,66.3,71.4,547,0,0,0.0,0.04,1.98,14.77,74.0,70,8,1.1,5600,1,0,66.3,62,46.2,52.8,1.68,80000,synthetic_training_sample,model_generated,,
Enzo Bennett,Racing SC,CM,Right,EU,33,175,67.4,64.9,385,0,0,0.06,0.01,1.71,20.18,86.8,9,1,4.6,17600,2,35,61.0,62,54.8,13.6,1.4,80000,synthetic_training_sample,model_generated,,
Leo Fernandez,Racing FC,ST,Right,UK/Ireland,21,186,62.4,61.7,241,0,0,0.12,0.02,0.84,12.65,56.1,31,4,0.5,2400,0,0,64.6,84,46.3,47.0,1.63,80000,synthetic_training_sample,model_generated,,
Oscar Ndiaye,City Town,DM,Right,EU,30,186,53.8,55.8,1873,0,0,0.03,0.05,2.51,19.63,92.9,22,3,3.6,2300,0,0,75.9,76,43.4,44.1,2.2,80000,synthetic_training_sample,model_generated,,
Noah Martinez,United Town,AM,Left,North America,32,185,59.3,60.1,80,0,0,0.1,0.06,2.56,16.38,74.7,4,1,3.8,1600,1,0,51.0,62,40.0,30.3,1.62,80000,synthetic_training_sample,model_generated,,
Daniel Santos,Athletic Town,AM,Right,UK/Ireland,34,176,60.1,59.7,415,0,0,0.01,0.06,1.72,11.12,69.1,11,1,0.3,3900,0,0,69.1,76,39.6,26.9,1.19,80000,synthetic_training_sample,model_generated,,
Enzo Dubois,Sporting CF,W,Right,Africa,17,176,51.1,53.0,397,1,0,0.0,0.1,1.94,15.58,97.1,3,1,2.3,1300,0,0,62.1,69,47.1,78.6,1.48,80000,synthetic_training_sample,model_generated,,
Milan Schmidt,Real CF,CM,Right,EU,19,165,60.2,58.5,1738,1,2,0.0,0.02,1.55,21.11,82.8,14,2,2.5,2300,0,0,66.3,62,49.9,49.6,1.55,80000,synthetic_training_sample,model_generated,,
Enzo Bennett,Sporting FC,W,Both,EU,34,183,66.3,67.9,80,0,0,0.2,0.13,2.53,13.6,81.9,33,4,2.2,15300,2,0,80.2,84,56.9,36.6,1.42,80000,synthetic_training_sample,model_generated,,
Oscar Popescu,City SC,AM,Right,EU,28,173,58.4,57.6,169,0,0,0.1,0.1,1.63,12.84,81.5,49,6,1.8,3400,0,0,43.8,54,40.5,29.7,1.74,80000,synthetic_training_sample,model_generated,,
Theo Popescu,Real SC,CB,Right,Africa,28,196,57.3,66.0,80,0,0,0.0,0.05,1.74,8.12,80.6,14,2,5.7,1300,0,0,52.3,69,50.4,75.3,1.71,80000,synthetic_training_sample,model_generated,,
Leo Aydin,Olympique Town,AM,Right,Asia,21,176,47.2,50.6,80,0,0,0.05,0.13,1.21,13.48,81.7,16,2,1.1,1000,0,0,66.7,69,33.2,65.7,1.06,80000,synthetic_training_sample,model_generated,,
Oscar Santos,Olympique Club,FB,Left,North America,20,182,58.9,59.9,80,0,0,0.05,0.02,1.28,11.72,75.5,11,1,1.4,2200,0,14,88.2,84,56.4,66.0,1.02,80000,synthetic_training_sample,model_generated,,
Alex Martinez,Sporting Town,AM,Left,South America,28,173,57.3,59.7,80,0,0,0.11,0.0,1.95,14.44,65.0,28,5,1.4,2000,0,0,74.7,62,54.0,47.4,1.78,80000,synthetic_training_sample,model_generated,,
Hugo Mendes,City Town,CB,Right,EU,28,185,57.6,57.9,393,0,0,0.05,0.0,1.48,5.8,78.1,9,1,0.4,4800,0,0,100.0,96,43.3,46.2,1.29,80000,synthetic_training_sample,model_generated,,
Hugo Schmidt,Athletic SC,FB,Right,Africa,28,175,66.5,68.7,1899,0,0,0.0,0.0,2.2,13.06,72.0,14,2,0.4,2800,0,0,35.0,62,51.8,55.0,1.27,80000,synthetic_training_sample,model_generated,,
Nico Petrov,City Town,CB,Right,South America,32,196,47.0,48.0,80,0,0,0.0,0.11,1.32,7.5,78.3,16,2,0.5,900,0,0,53.6,62,29.6,50.4,1.85,80000,synthetic_training_sample,model_generated,,
Alex Santos,Real Club,W,Right,EU,30,170,58.4,60.4,80,0,0,0.1,0.03,3.14,10.42,58.8,42,7,1.9,3200,0,80,77.3,84,36.1,37.3,1.43,80000,synthetic_training_sample,model_generated,,
Mateo Popescu,Racing Club,CB,Right,EU,34,188,58.2,65.7,80,0,0,0.03,0.0,1.11,6.89,61.7,27,4,1.6,4800,0,171,87.4,69,41.9,69.8,1.62,80000,synthetic_training_sample,model_generated,,
Rafael Schmidt,City SC,CB,Right,South America,17,187,62.5,61.9,2096,1,0,0.05,0.0,0.24,4.88,82.7,5,1,1.0,6800,0,356,91.1,84,47.6,55.9,1.86,80000,synthetic_training_sample,model_generated,,
Elias Okafor,City Town,CB,Right,EU,24,189,60.9,58.1,2388,0,0,0.0,0.04,0.75,6.47,83.5,36,5,4.6,3800,0,0,48.5,54,55.8,26.3,1.26,80000,synthetic_training_sample,model_generated,,
Karim Ndiaye,United SC,GK,Both,EU,30,183,58.7,60.9,297,0,0,0.04,0.08,0.83,0.33,81.4,11,2,1.5,3500,0,0,66.5,62,52.7,37.1,1.71,80000,synthetic_training_sample,model_generated,,
Oscar Ndiaye,United FC,W,Right,EU,18,178,54.5,52.6,80,0,0,0.0,0.0,3.3,11.86,74.9,43,7,1.1,3300,0,0,70.3,69,35.4,60.1,1.54,80000,synthetic_training_sample,model_generated,,
Nico Diallo,Racing FC,CB,Right,EU,35,181,51.5,55.3,80,0,0,0.16,0.0,1.67,6.4,81.0,9,1,1.5,1600,0,0,77.9,91,48.0,41.8,2.03,80000,synthetic_training_sample,model_generated,,
Daniel Dubois,Olympique CF,AM,Left,North America,17,176,58.4,59.5,1111,0,0,0.0,0.06,1.76,17.51,82.6,23,3,1.6,2600,0,0,71.8,69,49.5,64.7,1.45,80000,synthetic_training_sample,model_generated,,
Adam Mendes,Racing CF,CM,Right,EU,28,175,58.5,55.5,1149,0,0,0.09,0.1,1.76,19.84,72.5,28,4,1.8,2000,0,0,68.9,76,57.3,21.1,1.9,80000,synthetic_training_sample,model_generated,,
Enzo Fernandez,Sporting FC,FB,Right,UK/Ireland,22,176,59.3,56.2,1508,0,0,0.08,0.09,2.33,17.46,94.5,11,2,3.6,4600,0,0,43.4,54,48.7,18.0,1.38,80000,synthetic_training_sample,model_generated,,
Daniel Fernandez,Real Town,CM,Left,South America,23,176,55.9,57.8,1049,0,1,0.03,0.09,0.98,16.61,78.5,7,1,0.5,2200,0,0,71.0,69,60.0,49.9,1.53,80000,synthetic_training_sample,model_generated,,
Elias Costa,Athletic SC,W,Left,EU,22,183,62.0,62.5,262,0,0,0.0,0.02,1.34,15.93,83.7,50,8,2.8,4100,0,0,69.9,69,39.0,51.0,1.61,80000,synthetic_training_sample,model_generated,,
Oscar Petrov,Athletic FC,CM,Right,EU,26,191,49.9,48.0,80,0,1,0.1,0.05,0.35,19.55,79.3,25,4,3.9,1000,0,0,42.3,54,39.9,28.3,2.11,80000,synthetic_training_sample,model_generated,,
Oscar Fernandez,Olympique FC,FB,Left,EU,34,176,59.6,61.6,80,0,0,0.0,0.06,2.26,12.69,69.6,76,12,2.6,3700,0,0,62.4,76,41.3,35.7,1.45,80000,synthetic_training_sample,model_generated,,
Leo Rossi,United FC,DM,Left,EU,28,187,58.2,59.6,80,0,0,0.03,0.07,0.94,19.25,84.4,12,2,1.8,4000,0,444,90.1,84,41.5,41.9,1.72,80000,synthetic_training_sample,model_generated,,
Karim Moreau,Real FC,CM,Right,EU,29,181,47.8,49.7,80,0,0,0.06,0.08,2.14,12.66,63.2,18,2,1.1,900,0,0,68.3,69,42.2,24.9,1.94,80000,synthetic_training_sample,model_generated,,
Milan Hansen,City SC,DM,Right,EU,33,185,53.3,55.2,80,0,0,0.05,0.01,1.27,13.25,78.5,19,3,1.0,1400,0,0,73.6,69,55.3,30.0,1.27,80000,synthetic_training_sample,model_generated,,
Oscar Silva,Real SC,CB,Right,EU,24,187,58.6,57.9,340,0,0,0.0,0.07,1.28,9.16,74.8,1,0,0.3,3900,0,0,68.0,62,57.8,48.8,1.58,80000,synthetic_training_sample,model_generated,,
Alex Ndiaye,Inter Town,CB,Right,Africa,28,197,59.8,58.7,1767,0,0,0.0,0.09,2.09,7.95,87.8,30,5,3.1,5400,0,41,78.5,76,48.9,29.4,1.54,80000,synthetic_training_sample,model_generated,,
Oscar Diallo,Athletic Town,CM,Right,Africa,30,176,55.5,55.4,80,0,0,0.0,0.12,0.0,20.7,74.6,13,2,3.4,1300,0,0,86.7,84,57.4,30.7,2.04,80000,synthetic_training_sample,model_generated,,
Elias Moreau,Racing FC,W,Both,EU,27,180,63.7,63.0,80,0,0,0.02,0.0,3.22,13.73,77.9,27,4,1.1,9400,0,0,66.1,76,54.3,36.8,1.74,80000,synthetic_training_sample,model_generated,,
Alex Kovac,Racing Town,CB,Left,Africa,30,185,46.1,48.1,80,0,0,0.09,0.0,0.23,8.53,86.7,15,2,2.8,1300,0,0,71.1,76,39.6,46.2,1.29,80000,synthetic_training_sample,model_generated,,
Adam Dubois,Inter Town,ST,Right,South America,32,189,58.1,66.6,80,0,0,0.0,0.04,1.04,15.12,79.1,44,7,0.4,1600,0,0,56.8,62,53.6,77.7,1.73,80000,synthetic_training_sample,model_generated,,
Hugo Silva,United SC,CB,Right,Asia,21,184,58.0,59.9,377,0,0,0.15,0.07,0.0,8.71,82.6,15,2,2.3,3300,0,40,79.7,91,46.3,66.8,1.2,80000,synthetic_training_sample,model_generated,,
Ivan Fernandez,Real CF,CB,Right,South America,21,188,45.6,49.3,80,0,0,0.02,0.0,0.89,8.3,83.8,49,7,0.9,1200,0,0,86.4,69,28.9,75.2,1.06,80000,synthetic_training_sample,model_generated,,
Noah Garcia,United SC,AM,Right,South America,27,176,48.3,50.3,80,0,0,0.11,0.03,4.11,16.89,91.6,15,3,2.8,800,0,0,48.8,69,49.0,47.0,1.5,80000,synthetic_training_sample,model_generated,,
Daniel Santos,Athletic SC,FB,Right,UK/Ireland,21,180,51.3,50.4,80,0,0,0.07,0.0,1.41,13.68,76.3,24,3,1.8,1400,0,0,71.3,76,54.4,41.6,1.47,80000,synthetic_training_sample,model_generated,,
Oscar Bennett,Athletic Club,AM,Left,North America,24,167,53.7,53.7,175,0,0,0.1,0.05,1.53,16.22,91.8,22,3,0.4,1000,0,0,43.8,62,31.0,44.2,1.79,80000,synthetic_training_sample,model_generated,,
Felix Fernandez,Racing Town,CB,Right,EU,32,190,47.2,48.0,283,0,0,0.04,0.08,0.74,6.4,68.5,10,2,5.7,1100,0,0,76.2,62,37.8,42.2,2.27,80000,synthetic_training_sample,model_generated,,
Ivan Garcia,Athletic SC,GK,Right,Africa,18,188,53.9,62.3,80,0,0,0.08,0.0,0.0,2.55,67.2,4,1,0.8,1600,0,0,68.3,69,50.2,97.5,1.78,80000,synthetic_training_sample,model_generated,,
Oscar Okafor,Inter Town,CB,Both,UK/Ireland,31,190,60.7,63.6,80,0,0,0.0,0.05,1.06,8.74,80.1,10,2,1.9,2500,0,0,73.2,54,64.0,48.0,1.78,80000,synthetic_training_sample,model_generated,,
Felix Diallo,Olympique Town,DM,Right,EU,30,178,52.2,53.2,80,0,0,0.04,0.06,0.8,21.35,92.5,21,3,4.0,9700,0,260,93.4,96,47.1,55.0,1.55,80000,synthetic_training_sample,model_generated,,
Hugo Schmidt,Racing CF,DM,Left,Africa,16,174,63.9,65.9,1905,0,0,0.05,0.05,1.19,15.74,75.3,2,0,1.5,2600,0,0,52.1,54,68.8,66.1,1.14,80000,synthetic_training_sample,model_generated,,
Oscar Moreau,Inter SC,CB,Both,UK/Ireland,28,195,52.8,51.5,157,0,0,0.08,0.07,0.0,8.89,93.9,50,7,0.5,3400,0,107,93.1,84,45.6,25.8,2.03,80000,synthetic_training_sample,model_generated,,
Felix Mendes,Real SC,AM,Right,EU,28,180,55.1,53.2,80,0,0,0.0,0.12,2.64,18.31,86.4,17,2,1.1,3600,0,194,77.3,84,40.1,31.2,1.46,80000,synthetic_training_sample,model_generated,,
Hugo Martinez,Inter Town,GK,Right,North America,23,179,59.3,61.7,145,0,0,0.06,0.0,0.03,0.0,90.2,6,1,0.7,6700,0,23,82.9,84,48.5,38.9,2.22,80000,synthetic_training_sample,model_generated,,
Luca Hansen,Racing CF,DM,Left,South America,20,178,58.3,58.4,1184,0,0,0.0,0.08,0.95,16.85,77.1,10,2,0.8,3400,0,0,69.2,69,30.6,55.4,1.57,80000,synthetic_training_sample,model_generated,,
Hugo Martinez,Real Town,GK,Right,South America,26,192,63.0,61.7,2683,0,0,0.04,0.03,0.0,0.0,80.6,18,3,0.5,4700,0,0,65.6,62,54.1,38.4,1.0,80000,synthetic_training_sample,model_generated,,
Theo Ndiaye,City CF,CB,Right,Africa,23,195,68.0,65.1,1110,0,0,0.0,0.0,1.25,8.59,77.3,18,2,2.4,5200,0,0,53.1,62,54.9,36.4,1.4,80000,synthetic_training_sample,model_generated,,
Rafael Martinez,Real Club,ST,Right,Africa,19,181,51.8,53.8,236,0,0,0.17,0.01,0.34,11.61,86.6,8,1,1.3,1000,0,0,64.8,76,38.2,65.0,1.47,80000,synthetic_training_sample,model_generated,,
Noah Okafor,United SC,CM,Right,EU,22,181,48.3,48.4,80,0,0,0.07,0.09,1.64,17.42,88.7,12,2,1.3,2000,0,0,88.3,91,35.7,46.5,1.69,80000,synthetic_training_sample,model_generated,,
Felix Petrov,Racing SC,CM,Right,South America,26,164,56.2,54.4,80,0,0,0.0,0.07,1.91,18.29,77.8,2,0,0.6,3000,0,0,78.2,76,53.0,44.1,1.38,80000,synthetic_training_sample,model_generated,,
Rafael Garcia,Racing SC,CB,Right,EU,18,181,64.0,64.5,817,1,0,0.03,0.04,0.17,9.24,85.5,20,3,1.3,4800,0,0,44.7,54,61.8,65.4,1.13,80000,synthetic_training_sample,model_generated,,
Daniel Diallo,Sporting FC,W,Both,EU,23,176,64.7,66.7,80,0,0,0.06,0.09,3.89,10.35,54.6,41,5,1.1,4700,0,0,65.6,54,52.0,54.0,1.59,80000,synthetic_training_sample,model_generated,,
Leo Costa,Olympique CF,CB,Right,Africa,26,187,55.4,57.4,80,0,0,0.01,0.0,0.49,4.87,77.1,16,2,4.2,2400,0,0,66.2,62,41.0,47.6,2.3,80000,synthetic_training_sample,model_generated,,
Hugo Hansen,Racing Town,FB,Right,Africa,17,181,64.7,65.4,1824,0,0,0.06,0.11,1.92,14.89,81.4,63,10,2.9,7300,0,0,65.6,62,40.5,63.0,1.95,80000,synthetic_training_sample,model_generated,,
Rafael Kovac,Real SC,CB,Left,Asia,35,184,46.0,48.0,80,0,0,0.07,0.04,0.0,5.37,75.1,99,15,2.6,800,1,0,67.2,76,28.7,34.2,1.18,80000,synthetic_training_sample,model_generated,,
Nico Okafor,Athletic Town,W,Right,EU,18,173,48.2,49.1,80,0,0,0.01,0.03,2.71,16.47,86.0,16,2,2.8,2600,0,0,100.0,96,41.2,68.9,2.2,80000,synthetic_training_sample,model_generated,,
Adam Diallo,Olympique Club,GK,Right,EU,31,189,70.9,70.0,944,0,0,0.04,0.04,0.25,0.68,83.8,21,3,0.9,6100,2,0,42.3,54,65.6,11.7,2.02,80000,synthetic_training_sample,model_generated,,
Yusuf Martinez,United FC,CM,Left,South America,26,193,56.5,54.9,80,0,0,0.09,0.07,2.53,19.08,67.4,10,2,2.9,1900,0,0,53.7,69,41.8,36.5,1.51,80000,synthetic_training_sample,model_generated,,
Elias Dubois,Real FC,CB,Left,South America,29,184,49.7,50.8,80,0,0,0.0,0.05,0.27,9.49,87.9,14,2,0.6,2000,0,0,82.3,76,38.8,37.2,1.79,80000,synthetic_training_sample,model_generated,,
Milan Rossi,Sporting SC,DM,Right,Asia,30,188,47.9,59.1,248,0,0,0.07,0.04,1.11,20.29,86.2,4,1,4.1,900,0,0,46.2,54,45.7,78.3,2.25,80000,synthetic_training_sample,model_generated,,
Nico Ndiaye,Racing CF,AM,Left,North America,31,184,51.8,51.4,80,0,0,0.04,0.0,1.77,15.0,83.6,41,7,2.3,1100,0,0,35.4,54,41.6,31.5,1.54,80000,synthetic_training_sample,model_generated,,
Luca Hansen,Racing SC,FB,Right,EU,27,178,57.8,64.5,80,0,0,0.07,0.09,1.78,14.16,78.6,5,1,2.9,3500,0,0,73.9,84,35.1,82.3,1.92,80000,synthetic_training_sample,model_generated,,
Elias Martinez,Inter CF,CB,Right,Africa,30,193,61.5,59.0,2187,1,0,0.0,0.06,1.69,13.45,89.3,18,3,1.4,4400,0,0,81.3,69,52.3,18.7,1.46,80000,synthetic_training_sample,model_generated,,
Elias Hansen,Olympique SC,DM,Right,South America,30,178,62.2,57.5,1363,0,0,0.0,0.05,1.82,15.41,87.9,9,1,0.5,4700,0,78,74.8,69,55.4,11.8,1.63,80000,synthetic_training_sample,model_generated,,
Mateo Costa,United CF,CB,Left,South America,18,185,48.9,61.5,80,0,0,0.04,0.03,0.82,5.67,56.9,2,0,1.4,1500,0,0,81.8,84,34.5,100.0,1.59,80000,synthetic_training_sample,model_generated,,
Milan Hansen,Racing CF,GK,Right,EU,27,197,48.8,48.0,80,0,0,0.0,0.02,0.0,3.55,91.1,37,5,1.3,3300,0,78,82.3,91,33.2,43.7,1.8,80000,synthetic_training_sample,model_generated,,
Daniel Martinez,Athletic FC,CB,Right,Africa,23,183,59.8,55.9,489,0,0,0.0,0.06,0.93,10.87,79.7,22,3,5.1,1200,0,45,69.7,69,45.6,43.7,1.95,80000,synthetic_training_sample,model_generated,,
Hugo Schmidt,Sporting Town,GK,Right,UK/Ireland,31,196,56.6,56.2,723,0,0,0.1,0.0,0.0,0.0,77.9,11,2,0.5,1300,0,0,49.2,62,45.0,21.1,1.76,80000,synthetic_training_sample,model_generated,,
Alex Dubois,United Town,DM,Right,Africa,19,183,55.3,59.9,147,0,0,0.04,0.12,1.66,16.44,83.7,32,4,3.4,1600,0,0,77.0,69,54.7,96.0,1.6,80000,synthetic_training_sample,model_generated,,
Hugo Costa,Racing FC,GK,Right,EU,21,193,63.2,65.9,339,0,0,0.01,0.0,1.42,0.0,77.8,1,0,1.1,3400,0,0,58.5,76,51.8,61.3,1.34,80000,synthetic_training_sample,model_generated,,
Rafael Garcia,Olympique Club,CB,Right,EU,23,185,53.6,54.0,583,0,0,0.06,0.02,1.14,4.21,76.2,45,6,0.2,2100,0,0,44.8,54,50.0,44.0,1.0,80000,synthetic_training_sample,model_generated,,
Enzo Kovac,Real CF,CM,Right,South America,21,176,51.5,48.8,391,0,0,0.0,0.0,1.63,20.19,99.0,6,1,0.8,3400,0,0,84.7,84,35.5,27.7,1.44,80000,synthetic_training_sample,model_generated,,
Karim Mendes,Olympique SC,CB,Left,Africa,32,192,58.4,57.5,2313,0,0,0.04,0.05,0.49,13.2,95.1,9,1,0.5,4200,0,0,75.1,69,58.1,35.8,1.74,80000,synthetic_training_sample,model_generated,,
Milan Silva,Racing SC,FB,Right,South America,26,167,48.7,56.1,80,0,0,0.13,0.09,2.85,9.35,79.6,12,2,0.6,2800,0,0,59.2,54,39.2,83.8,1.15,80000,synthetic_training_sample,model_generated,,
Hugo Okafor,Racing Club,CM,Right,EU,27,179,56.5,56.3,140,0,0,0.15,0.04,0.59,15.43,64.7,42,6,0.7,2100,0,0,68.5,84,46.0,31.0,2.23,80000,synthetic_training_sample,model_generated,,
Daniel Rossi,Real Club,CM,Right,EU,23,182,57.4,58.1,80,0,0,0.06,0.0,0.63,18.61,71.5,46,6,0.8,3300,0,0,54.7,54,50.1,55.1,2.29,80000,synthetic_training_sample,model_generated,,
Oscar Martinez,Inter SC,DM,Right,South America,17,184,63.3,72.1,773,0,0,0.08,0.05,0.85,16.08,66.6,23,3,4.6,9700,0,0,71.4,69,44.6,100.0,2.27,80000,synthetic_training_sample,model_generated,,
Karim Martinez,Inter Town,ST,Right,UK/Ireland,18,181,49.9,48.0,733,0,0,0.05,0.03,0.31,6.79,92.6,22,4,1.2,900,0,0,75.4,84,36.4,46.2,1.75,80000,synthetic_training_sample,model_generated,,
Oscar Okafor,Real Town,DM,Right,EU,33,178,59.8,61.8,602,0,0,0.12,0.04,0.54,19.89,83.0,28,4,1.6,2500,0,0,66.0,76,40.9,38.2,2.06,80000,synthetic_training_sample,model_generated,,
Yusuf Rossi,Athletic SC,CB,Right,EU,30,181,58.7,59.4,323,0,0,0.03,0.05,0.13,6.99,75.7,27,4,1.6,6700,0,0,73.6,84,45.1,27.7,1.87,80000,synthetic_training_sample,model_generated,,
Hugo Kovac,Inter Town,CM,Right,South America,24,171,59.4,57.5,80,0,0,0.09,0.06,2.02,12.97,63.0,14,2,2.6,2100,0,0,55.5,76,46.3,44.6,1.99,80000,synthetic_training_sample,model_generated,,
Luca Petrov,Racing CF,GK,Left,South America,33,194,65.6,65.4,542,0,0,0.05,0.06,1.07,0.0,79.6,12,2,2.6,3000,1,132,75.0,54,40.8,40.8,1.82,80000,synthetic_training_sample,model_generated,,
Hugo Mendes,Sporting SC,W,Right,EU,32,175,58.4,61.8,731,0,0,0.07,0.0,4.41,14.63,82.4,8,1,2.2,3100,0,0,57.2,54,40.7,41.5,1.71,80000,synthetic_training_sample,model_generated,,
Milan Garcia,Real Town,AM,Right,EU,17,176,51.5,48.0,163,0,0,0.06,0.04,2.49,16.55,84.9,16,2,2.7,1300,0,0,44.6,54,33.0,49.3,1.72,80000,synthetic_training_sample,model_generated,,
Milan Costa,Racing Club,CB,Right,EU,33,188,60.1,58.8,671,0,0,0.11,0.11,2.42,9.53,81.2,29,4,0.8,2400,0,68,86.1,84,22.6,26.8,1.95,80000,synthetic_training_sample,model_generated,,
Elias Garcia,Sporting SC,GK,Right,Africa,30,191,49.7,48.0,80,0,0,0.03,0.0,0.0,0.0,81.3,8,1,1.3,2400,0,0,80.7,84,27.0,28.9,1.56,80000,synthetic_training_sample,model_generated,,
Luca Petrov,Real CF,CB,Right,EU,19,186,56.9,56.9,80,0,0,0.04,0.02,0.91,7.32,84.5,10,1,2.6,1800,0,0,81.9,84,25.2,60.3,1.6,80000,synthetic_training_sample,model_generated,,
Karim Hansen,Racing SC,FB,Right,EU,28,180,55.4,55.2,80,0,0,0.05,0.01,0.2,14.03,77.2,22,3,2.1,2800,0,0,79.9,84,46.1,33.1,1.57,80000,synthetic_training_sample,model_generated,,
Hugo Costa,Racing CF,DM,Both,EU,20,186,56.2,58.2,222,0,0,0.01,0.03,1.31,19.69,90.2,58,9,2.2,2500,0,62,87.9,84,43.5,49.1,1.41,80000,synthetic_training_sample,model_generated,,
Hugo Dubois,Athletic Town,W,Left,EU,29,173,63.2,63.3,167,1,0,0.02,0.09,3.29,13.05,82.4,63,9,1.2,7500,1,254,83.3,84,31.9,24.1,2.06,80000,synthetic_training_sample,model_generated,,
